date,language,text
2005-12-05,nob,"Synes representanten for Kristelig Folkeparti at det at det folkerettslige prinsippet og prioritering av FN nå kommer så klart og tydelig fram fra norsk side som følge av den nye regjeringens politikk, er et skritt i riktig retning?"
2013-03-19,nno,"Men eg må rett og slett sukka litt over Arbeidarpartiets fremste kongepolitiske talsmann, Martin Kolberg, for i ein tilsvarande debatt for eitt år sidan blei"
2009-02-11,nob,"Men det må da være en stor trøst for kommunalministeren å lese rapporten som et av Senterpartiets gjennomslag i Soria Moria, nemlig å få utredet de negative konsekvensene av sentralisering – ikke nettoeffekten, men kun de negative effektene."
1998-12-14,nob,"Grunnlaget for at Kirken likevel praktiserer kirkeasyl, finner man i Justisdepartementets brev til landets politimestre av juli 1993, hvor disse blir pålagt å ikke hente asylanter ut av kirkene."
2011-11-22,nob,"Vi var motstandere av å implementere EØS-avtalen i sin tid, og vi er fortsatt motstandere av EØS-avtalen."
2003-02-27,nno,"Det fortel oss nettopp kor viktig det er at vi har eit verkemiddelapparat som er sterkt, og som er oppegåande, ikkje minst i desse tider då næringslivet slit."
2006-04-25,nob,Det er brukt mye tid og energi rundt omkring i kommunene i de seinere åra på å diskutere kommunesammenslåinger.
2001-05-31,nob,"Når det gjelder «kvalitativt likt», er det klart at skolen skal formidle reelle kunnskaper om de ulike deler av faget."
2009-05-06,nob,"Til slutt vil jeg be om at en holder trykket på dette viktige arbeidet, for i den fasen vi er i nå i vannkraftpolitikken, er dette et av de områdene hvor en kan få til økt miljøforbedring."
1999-04-20,nob,"Dette er ikke forslag som Fremskrittspartiet har fremmet, men vi har støttet dem."
2002-02-28,nno,"Men vi ser at det å ha eit forsvar, altså vere innretta på å forsvare eige territorium, og ikkje drive"
2005-04-27,nob,Den ble varslet lenge før Stortinget gjorde det vedtaket jeg nå viste til.
1999-01-14,nno,Derfor må det nå tenkjast nye måtar å samarbeida på for å løysa felles utfordringar.
2009-03-18,nno,"Det er at me skal modernisere vegnettet, og me skal bidra til ein miljøvenleg bilpark."
2012-04-18,nob,Vi arbeider nå med en gjennomgang av denne rapporten.
2014-12-04,nno,"Vi har snakka mykje om halve milliardar, vi har snakka om nokre millionar."
2011-05-18,nno,"Når ein alarm blir utløyst, veit redningstenesta kven som treng hjelp, og dei kan òg ta kontakt med registrerte kontaktpersonar for å sjekka om det f.eks. kan vera utløyst falsk alarm."
2005-02-16,nno,"I Østfold har arbeidsløysa blant helse-, pleie- og omsorgsarbeidarar stige med 57 pst. dei siste tre åra."
2000-06-14,nob,I tillegg til direkte oppdrag for det olje- og gassrelaterte næringslivet vil aktiviteten gi store ringvirkninger for andre næringer og i mange lokalsamfunn.
1998-11-18,nob,Så sier Ranveig Frøiland at Arbeiderpartiet og Høyre mener det må være en innstramming på 9 milliarder.
2000-01-27,nob,"Det må jeg leve med, for Fridtjof Frank Gundersen og jeg har deltatt i debatter om dette tidligere og utvekslet elskverdigheter i replikkordskifter uten å komme til enighet."
2000-02-09,nob,"Det skal kommunene gjøre, sier kommunalministeren, men samtidig skal de tilpasse seg de økonomiske rammene de har nå."
2009-11-11,nob,Jeg konstaterer at den har vært uryddig.
2013-01-08,nno,Statleg eigarskap kan vere med på å styrkje den nasjonale eigarskapen i denne industrien.
2007-04-17,nno,"Det er forslaga nr. 1 og 2, frå Ingebrigt S. Sørfonn på vegner av Framstegspartiet, Høgre, Kristeleg Folkeparti og Venstre forslaga nr. 3–6, frå Øyvind Korsberg på vegner av Framstegspartiet, Høgre og Venstre forslaga nr. 7–9, frå Øyvind Korsberg på vegner av Framstegspartiet og Høgre forslag nr. 10, frå Ingebrigt S. Sørfonn på vegner av Framstegspartiet og Kristeleg Folkeparti forslaga nr. 11–30 og 34, frå Øyvind Korsberg på vegner av Framstegspartiet forslaga nr. 31 og 32, frå Torbjørn Hansen på vegner av Høgre og Venstre forslag nr. 33, frå Torbjørn Hansen på vegner av Høgre Forslaga nr. 1–33 er tekne inn i innstillinga, mens forslag nr. 34 er delt ut på representantane sine plassar i salen."
2011-03-09,nob,Det er ikke det debatten går på.
2014-03-27,nob,Erfaringene viser også at det dannes ny bunnfauna i løpet av fem til ti år etter at deponeringen er avsluttet.
1999-10-27,nno,Berekninga av stipendet er i dag av praktiske grunnar bygd på Postens postnummer.
2007-12-11,nno,Regjeringa går altså den motsette vegen – for å gjera det mogleg for fleire kommunar å tryggja likeverdige tilbod.
2008-11-27,nno,"Vil det også gå eit slikt brev til dei andre opposisjonspartia, slik at ein kan få eit samarbeid også med dei?"
2010-06-10,nno,"Og det har eg følgt opp, i lag med Kristin Halvorsen, og er veldig fornøgd med det."
2010-03-25,nob,"Med de naturressursene vi har, kan vi utnytte vann, vind, bioenergi og gass – og gjerne ting til havs og langt nede i jorden – på en bedre måte."
2014-04-01,nob,Vi vet at det har dukket opp utfordringer f.eks. knyttet til dykkere og Arbeidstilsynets pålegg når det gjelder Røde Kors.
2005-06-08,nno,Derfor er eg òg glad for at Arbeidarpartiet og Framstegspartiet har slutta seg til det som var Regjeringa si anbefaling når det gjeld dette.
2000-02-23,nob,Og uten å gå inn på barne- og familieministerens område er jeg ganske sikker på at vi er nødt til å være villige til å tenke nytt når det gjelder hvordan vi skal sette grenser for barn som rett og slett har mistet enhver respekt for voksne.
2012-12-12,nno,Noreg har stor global slagkraft bygd på kompetanse og innovasjon.
2011-12-14,nob,Mitt første spørsmål til Andersen Eide er:
2004-12-07,nno,"At Regjeringa ikkje følgde opp det med konsesjonsavgift, kan ikkje Arbeidarpartiet ta ansvaret for."
2011-12-16,nno,Eg føler meg trygg på at det er noko som heiter beslutning og oppfølging.
2001-12-13,nno,Men korleis kan ein privatisera verksemda utan å privatisera sikkerheita?
2010-04-19,nno,Eit forslag frå Kristeleg Folkeparti er at aborttala skal halverast innan
2000-02-29,nob,Rogaland har frie inntekter på linje med landsgjennomsnittet.
1999-02-23,nno,"Kanskje er dette å sjå på som juridisk småplukk i saltvassfiskelova, men forslaget bygger, som det er referert til, på ei konkret sak som også har vekt stor medieinteresse, der gjentekne framstøytar gav negativt resultat."
2001-05-14,nob,Men det betyr altså ikke at det offentlige må produsere tjenestene.
1999-02-25,nno,"Eg trudde for det første at dagens debatt hadde avklart at det her er snakk om å sitte på nokre eigardelar ei tid, i staden for å selje dei no, og så kanskje ta ut ein verdiauke med tida."
2015-03-24,nno,Men eit vestpåbod for barn er jo med på å sikra barns rettar og moglegheiter til å kunna vera trygge i båt.
2003-12-18,nno,Posten har vore ein viktig del av infrastrukturen og grunnlaget for busetjing og næringsliv i alle landsdelar.
2010-12-09,nno,"Er det noko som er gale, ryddar me det av vegen."
2000-01-27,nob,"Det jeg ytret som kommentar til representanten Gundersens innlegg, var at det for meg er ubegripelig at det for representanten Gundersen er ubegripelig at noen kan se med stor uro på at den type politiske prosesser er mulig nettopp i et av Europas eldste kulturland."
2002-03-06,nob,Vi vet også at Kristelig Folkeparti nå har endret holdning når det bl.a. gjelder det å sidestille samboendes og giftes rettigheter.
2009-12-07,nno,"Det er ein auke med 17 pst., og det er oppimot 38 milliardar kr."
1999-12-15,nob,Vi i SV ønsker primært at en skal øke rammeoverføringen slik at kommunesektoren selv kan prioritere utdanning.
2006-05-10,nob,"Og uten at det er noen trøst for Hedmark, har faktisk alle fylker fått en nedgang på veivedlikeholdsmidlene."
2012-11-27,nob,Til neste år vil kommunene disponere over 400 mrd. kr. Av disse er over 300 mrd. kr frie inntekter.
2011-10-04,nno,Representanten Solberg sa i innlegget sitt tidlegare i dag at Noreg fell på alle barometer som måler konkurransekraft og innovasjonsevne.
2006-05-22,nob,"Jeg har tillatt meg – også i komitesammenheng – å gi uttrykk for at det at man vil komme tilbake til spørsmålet, er en litt svak formulering."
2001-05-09,nno,"Kva gjer ministeren i forhold til EU når det gjeld sild- og makrellkvotane totalt, der Noreg dei siste ti åra heilt klart"
2013-06-18,nob,"Det skyver regningen over på de neste generasjonene, og det binder opp statsbudsjettene."
2003-02-12,nno,"Den største lønnsveksten fekk ein i offentleg sektor i fjor vår, då Høgre hadde arbeidsministeren, og det er ikkje blitt sett inn eit einaste tiltak for å dempa lønnsveksten."
2012-05-10,nob,"Jeg vil vise til en rapport som er kommet fra ECPAT, som klart belyser at det er en indre sammenheng mellom tigging, menneskehandel som rammer mindreårige, og annen organisert kriminalitet."
2004-12-14,nno,Representantane ropar om fleire midlar til kultur og ikkje om å bruka fleire midlar på byggjebransjen.
2006-02-15,nob,"Det kan gi gode karakterer i akkurat det faget, men det gir dessverre trekk i andre fag."
2003-11-20,nno,"Og nettopp dei vurderingane som vi har bedd om, ville sett meldinga i eit anna lys, og det ville gitt komiteen høve til å gjere ein del vurderingar litt annleis."
2007-05-10,nno,Ressursar vil på eit eller anna tidspunkt handle om talet på personar.
2005-12-14,nob,Flyskolen på Bardufoss ble opprettet i 1992 og har fra faglig hold blitt omtalt som verdens beste flyskole.
2000-03-02,nob,"Vi har diskutert øremerkede tilskudd for å rette på dette, men det går vi ikke inn for, heller ikke Arbeiderpartiet, men vi ønsker kanskje en kombinasjonsmodell."
2011-10-27,nno,Sjølvmord og sjølvmordsforsøk er ei stor påkjenning for pårørande og etterlatne.
1999-11-17,nob,Anbudet på kortbanenettet vil ikke være til hinder for en slik løsning.
2002-04-18,nno,Difor berre nokre korte merknader frå mi side.
2002-06-17,nob,"Det har etter hvert gått opp for meg at jeg ikke er alene om å undres over det, så jeg kan trøste Woldseth og andre med at jeg har ikke tenkt å bruke mye av ferien til å gruble videre!"
2014-12-11,nno,Problemet er at kommersiell pelsdyrproduksjon og god dyrevelferd rett og slett ikkje ser ut til å la seg kombinere.
2007-12-04,nob,Jeg er enig med representanten Svendsen i at situasjonen på arbeidsmarkedet er såpass ny at det er veldig viktig med informasjon ut til de uføretrygdede også.
2010-12-16,nno,Så har det vore mykje snakk om valkamp og mi rolle i valkampen når det gjeld kablar.
2005-01-12,nno,"Dei avgjerdene har ein klaga over, og dei vil hamna på bordet mitt."
2015-04-14,nob,"At man kan begynne med det i NATO, og at det skal være utgangspunktet, synes jeg er fornuftig."
2014-05-22,nob,Et av målene er å bedre samspillet mellom den offentlige og den uformelle omsorgen.
2008-02-14,nno,"Dersom representanten Tord Lien spør meg om eg stør den nedbygginga som skjer i pressområda, den nedbygginga som vi er vitne til av strandsona i pressområda, er svaret på det nei."
2009-12-14,nob,Dette budsjettet bærer også bud om det.
2011-12-01,nob,Vi har prøvd å gjøre noe med begge deler.
2011-04-11,nno,"Dersom det vert ein ny FN-operasjon i sør og det er interesse for norsk deltaking, legg eg til grunn at regjeringa førebur seg på å delta i han."
2006-12-06,nno,"Tilboda og ytingane som eldre menneske tek imot, må derfor i størst mogleg grad tilpassast den enkelte."
2004-10-21,nno,Det er kanskje som tilskodar på fotballbanen
2016-02-17,nob,Hvorfor vil ikke statsråden styrke den muligheten når konjunkturene er som de er i dag?
2010-06-18,nob,Etter vinterens togkrise viste det seg at det var større behov for penger til vedlikehold enn det Jernbaneverket ba om.
1999-05-12,nob,Jeg vil i tillegg peke på at de i dag verken er trent eller utrustet til å kunne være et supplement til det ordinære politi i denne sammenheng.
2014-10-06,nno,"Viss vårt opplegg, som er betre enn dei"
2007-06-08,nob,Sammen greide vi å stanse Høyres ambisjoner om redusere Statoils rolle og muligheter.
2010-02-10,nno,Eg kjenner eit stort ansvar frå no av og framover.
2000-11-28,nno,"Ja, til og med frå kyrkja sin talarstol har enkelte næringslivsleiarar formana dei rike til å ta ansvar og utøve god samfunnsånd."
2004-06-08,nno,"Det betyr at ein skal ha vyar, tankar og idéar om korleis arbeidsmarknaden skal fungere til beste for alle, både for dei som er i arbeidsmarknaden, og for menneske som søkjer arbeidsmarknaden."
2003-12-16,nob,Jeg vil spørre statsråden om hun vil se på alle de sidene som komiteen nevner i sin merknad.
2008-03-14,nob,"Men det er klart at sånn som verdier i det norske samfunnet nå er fordelt, er en viktig grunn til at det på boligmarkedet i pressområdene, særlig kanskje på mindre leiligheter, har vært en betydelig kostnadsøkning i løpet av de siste årene, at foreldregenerasjonen til mange nyetablerere, i 50-årene, som har arvet fra sine foreldre, ikke har bruk for å benytte arven selv, men har lagt den inn i boliger til sine egne barn, og dermed vært med på å drive opp prisene."
1998-12-17,nob,"Ved forslag til rekkefølge i den voteringen vi nå skal gjennomføre, ville presidenten normalt valgt fraksjonsstørrelse som kriterium."
1999-12-02,nob,"Jeg er glad for den rosen som i alle fall lå i Erik Solheims innlegg når det gjaldt vårt engasjement for Russland, og er for øvrig enig i det han sa der."
2010-04-28,nno,"Det viktigaste er den samanhengen som skal vera mellom det å innføra restriktive tiltak for bil for å sikra miljøet, og framkoma."
2004-11-25,nno,Ein far i Ålesund seier det slik:
2002-01-16,nno,"Men utan å ta stilling til realiteten i saka, som eg er imot, prøver eg framleis å sjå saka"
2002-04-18,nno,"No har Kristeleg Folkeparti alltid hatt ei anna tilnærming enn Framstegspartiet i det som var første spørsmål, nemleg familiegjenforeining."
2006-05-02,nno,"Dokument nr. 3:6 hatt som føremål å belyse om dei prioriteringane Stortinget la til grunn for utstyrsplanen av 1998, i Innst."
2009-02-24,nob,Hun hyllet NATO og uttrykte stor bekymring over utviklingen i Midtøsten.
2005-11-24,nno,"I Soria Moria-erklæringa seier ein at ein skal satsa meir på fornybar energi, og nemner opp både mini- og mikro- og småkraftverk, og så er det mini- og mikrokraftverka som skal koma inn under den grøne sertifikatordninga."
2004-11-09,nob,Det er noe som foregår i hans egen forestillingsverden.
2000-02-02,nob,"Mange pasienter, og særlig kvinner litt opp i årene, sliter med å bli trodd når de overfor lege hevder at noe er galt eller er blitt galt etter behandling."
2003-04-30,nno,Har han faktisk tenkt å handheve den kontrakten som leveringforpliktingane faktisk er?
1999-05-05,nob,Videre har Utlendingsdirektoratet i samarbeid med Barne- og familiedepartementet satt i gang et prosjekt for utvikling av gode modeller for kommunalt arbeid med enslige mindreårige.
2003-04-02,nob,"En første forutsetning for å kunne gjøre noe med kvaliteten, er at man skaffer seg kunnskap om hva som er kvalitet både når det gjelder læringsutbytte, læringsmiljø osv., og så må man skaffe seg kunnskap om hva som fører til bedre kvalitet."
2014-06-19,nob,"Prosentregning er slik at regner man prosenter av et høyt tall, får man et høyt kronebeløp."
2002-04-25,nob,"Jeg tror at den prosessen vi nå går inn i, vil bidra til å konkretisere hele den litt uoversiktlige situasjonen vi er i, og slik sett at det vil føre oss videre fremover på en veldig konstruktiv og god måte."
1999-02-03,nno,"Dersom eg tolkar statsråden veldig velvillig nå, kan det tyde på at statsråden er i retning av det forslaget som Arbeidarpartiet fremma i samband med behandlinga av kompetansereforma."
2011-04-27,nob,"Hvis statsråden skal presentere en melding for Stortinget, og et av hovedfunnene til utvalget er at maten er for dyr, vil statsråd Brekk sørge for at Stortinget får en helhetlig gjennomgang av matens gang, helt fra produksjon og ut i butikkene, for å se på hva det er som forårsaker de høye prisene, eller vil han ikke?"
2007-10-04,nob,"For inneværende år øker forskningsmidlene, og Forskningsfondet er styrket."
2005-06-08,nob,"Vi har sagt hva vi mener om den situasjonen i så måte, på samme måte som alle de andre partier har gjort det."
2007-11-27,nno,Er Høgre sitt forslag ei gladmelding til distrikta våre?
2009-11-26,nob,Det er arbeidslinjen som skal sikre velferden for neste generasjon.
2000-02-03,nob,Jeg går ut fra at ingen ønsker å legge lokk på den rett som også mindretallet har til å gi uttrykk for sitt synspunkt.
2015-02-03,nno,No er det avklart den mangelen på kunnskap som kunnskapsministeren har.
2001-01-30,nob,Høringene fra våre lokale politikere er etter mitt syn ikke i sterk nok grad blitt tatt hensyn til.
2006-12-11,nno,Det gjer derimot tilskottet til frikyrkjebygg.
2014-12-09,nno,"I Wien er det no ein stor konferanse, den tredje internasjonale konferansen om det såkalla humanitære sporet."
2012-02-15,nob,"Siden staten overtok sykehusene, har man investert for 65 mrd. kr."
2013-01-08,nno,"Petroleumssektoren er sentral her, og Kværner og Aker Solutions er to viktige aktørar."
2008-11-20,nno,Vidare vil presidenten gjere framlegg om at det blir gitt høve til replikkordskifte på inntil fem replikkar med svar etter innlegg frå medlemmer av Regjeringa innanfor den fordelte taletida.
2004-10-27,nob,"Departementet har ikke videreført prosjektet, blant annet med henvisning til felles ombud for diskriminering."
2003-05-14,nob,Løsningen er etter departementets syn derfor ikke i strid med retningslinjene.
2011-04-14,nob,"Det er forslag nr. 1, fra Susanne Bratli på vegne av Arbeiderpartiet, Senterpartiet og Sosialistisk Venstreparti forslagene nr. 2–5, fra Ingebjørg Godskesen på vegne av Fremskrittspartiet"
2014-06-19,nob,På vegne av Arbeiderpartiet og Kristelig Folkeparti tar jeg opp forslaget som er referert i innstillingen:
2006-12-07,nob,Var det det statsråden hadde i tankene når det gjaldt å gjenreise Norge som miljønasjon?.
2001-03-07,nno,"Eg har lyst til å understreka at mitt engasjement i denne saka ikkje går på at dette er eit dårleg opplegg, og at det har miljømessige konsekvensar som eg er imot, men engasjementet går meir på dei lokale styresmaktene sin sjanse til å vera med på å trekka konklusjonar både om kvar avfallsanlegget eventuelt skal ligga, og eventuelt når det skal byggast."
2006-03-15,nob,"Jeg tror at det er helt nødvendig ikke bare å initiere ny type forskning, men også at det er nødvendig å styrke den forskningen som allerede pågår i forhold til de erfaringer vi nå gjør oss, nettopp for å sikre at de politiske beslutninger som skal tas rundt forvaring og andre straffereaksjoner, i mye større grad er kunnskapsbasert og ikke hendelsesstyrt."
2015-06-17,nob,"Da må i så fall Stortinget, som lovgivende forsamling, endre loven."
2002-02-06,nno,Men eg har gitt eit signal til fylkeskultursjefane om at den kulturelle skulesekken skal bestå.
2015-12-08,nno,Heile 52 pst. føregår i dei mest sentrale strøka i landet vårt.
2003-03-18,nno,"Så har eg lyst til å seia at Skauge-utvalets framlegg er ute på høyring, og eg håpar at me i den debatten kan rydda opp i ein del av det som vi no fører over på skattesetelen, men som kanskje burde vore ført over på andre løyvingar – det gjeld både forslaget om barnehageincentiv og kollektivincentiv."
2004-12-02,nno,Dei er av politiske styresmakter sette til å utøva makt på vegner av samfunnet når det er siste utveg.
2011-10-04,nob,"På andre områder er vi opptatt av å legge ganske konkrete føringer for å være sikre på at det vi vedtar her i salen, skal bli gjennomført."
2003-10-15,nob,Politiet sier at de står maktesløse.
2014-02-27,nob,Den ordningen bygger på to bærende prinsipper.
2008-12-12,nno,"Er det uføretrygda, eller er det arbeidsløysetrygda?"
2006-12-13,nno,"Dette gjeld veldig mange i Noreg, og vi synest det er viktig at vi får ei brei handsaming av denne saka."
2000-03-02,nno,"Eg trur at den merksemda som denne saka har fått, ikkje berre på ein høgskule, men ved mange høgare lærestader, kombinert med det brevet som statsråden no også har lova å sende ut som ei skjerping, vil kunne ha sin verknad."
2011-03-22,nob,"Det betyr færre ansatte med svak tilknytning til tjenestene, og dermed bedre kvalitet."
2013-11-13,nob,"Vi prioriterer det bedriftene ønsker, nemlig investeringer i vei, forskning og bedre rammebetingelser."
1999-02-17,nob,"I går la OECD fram sin landrapport om Norge, og den varslet økende ledighet."
2008-05-06,nob,"I tillegg er det viktig at det tas grep for at ordensvakter og vektere som begår alvorlige uønskede og kriminelle handlinger, via politiets datasystemer raskt kan svartelistes i alle politidistrikt, at politiattest bør kunne kreves også etter ansettelse, og at det enkelte selskap må gis anledning til å innhente dette ved mistanke om kriminelle handlinger begått av egne ansatte."
2015-11-11,nob,"Hvordan kan jeg få virkemidler som sikrer at fedrene får de rettighetene som fedre ønsker, til å være mer hjemme med ungene sine?"
2014-06-16,nob,Voteringstavlene viste at det var avgitt 92 stemmer for og 5 stemmer imot lovens overskrift og loven i sin helhet.
2013-06-05,nno,"Det var eit oppfølgingsmøte no, og så står det att prosess og dialog med fylkeskommunane, og vi kjem framleis til å leggje vekt på god dialog for å løyse saka."
2015-06-09,nob,"Sentralt i denne forbindelse er gjenbruk av opplysninger som frivillige organisasjoner innrapporterer som vilkår for å motta offentlig støtte, deriblant vedtekter, årsregnskap og årsmeldinger."
2004-06-15,nno,Fokuseringa i dette årets reindriftsavtale må nok seiast å vera på talet på rein.
2002-12-10,nno,"Ein stor del av dei nye verksemdene som skal fylla verdiskapingsgapet, vil vera kunnskapsbaserte."
2009-06-18,nob,Hvorfor i all verden skal vi låse folk i en gammel teknologi ett år eller to før vi får elektriske biler og plug-in biler for et massemarked?
2005-06-08,nno,I altså gjekk av på for fem år sidan.
2003-05-21,nob,En av disse hindringene er den store forskjell i bankgebyrer for utenlandske og innenlandske bankoverføringer.
1999-02-25,nno,"Men det ville òg ha vore heilt uansvarleg av meg som minister, som ikkje har fylgt departementet sitt indre liv i den perioden då Gudmund Hernes var minister, å seie at ikkje noko kunne ha vore ytra i møte o.l. som kunne oppfattast slik som debatten har vist."
2013-05-07,nno,Det er jo ein del resultat i eit samfunn som kjem av vegvalg og politiske tiltak.
2014-05-06,nno,"Samstundes har ministeren vore overraska over at dei raud-grøne brukte så lang tid på å avgjera saka, noko som no vert gjenteke i denne salen i dag."
2014-01-16,nno,Kan utanriksministeren forsikre om at regjeringa ikkje kjem til å opne område for petroleumsaktivitet nord for det som allereie er opna?
2001-12-13,nob,Derfor har vi også varslet at vi kommer tilbake til dette.
2000-06-05,nno,"Ingen skal fortelje meg at det ikkje der er eit potensial som også skulle kunne brukast innafor det området som vi her behandlar, nemleg asylsøkjarar med opphald i Noreg."
2009-06-16,nno,Representanten Holmberg var innom det i innlegget sitt.
2008-12-11,nob,Dette er sammenfallende med de aktørene som har lavest – som de nye aktørene – eller ingen kontantstrøm.
2010-05-11,nno,Mange skip i NIS bidreg til at Noreg får ein viktig posisjon i internasjonal skipsfartspolitikk.
2008-04-22,nno,"Og då vert spørsmålet, utan at eg har oversikt over det enkelte prosjektet her, om gevinsten står i forhold til alt det arbeidet det vil medføre å køyre slike nye rundar."
2004-12-15,nob,På ett område har vi mange eksempler:
2013-06-18,nob,Det var meningen at vi skulle ta om igjen forslagene nr. 1 og 8 fra Venstre.
2007-04-25,nno,"Me startar da med det første hovudspørsmålet, frå representanten Siv Jensen."
2002-01-30,nno,"Dette kan igjen medføre at juryen ikkje får den nødvendige roa til å utføre arbeidet sitt, som den absolutt bør ha i slike viktige saker."
2001-01-19,nno,"At Morten Lund også prøvde å framstille det slik at Arbeidarpartiet og fleirtalet ikkje ønskte ein offentleg debatt om dette, er det heller ikkje nokon tvil om, sidan han i media greidde å framstille det slik at vi hadde sett oss imot ei open høyring, når forslaget kom frå meg – nettopp for å få klargjort offentleg kva dette er."
2001-12-19,nno,Men eg hadde ikkje gjort jobben min om eg ikkje var i stand til å setje desse inntrykka i perspektiv
2015-10-21,nob,"Det vil jeg gjerne vite, for det er i så fall en alvorlig påstand."
1999-03-23,nno,"Når det gjeld miljøet, er det klart at på Hjerkinn er det delar av området der det er blindgjengarar – det har vore nedslagsfelt – og det vil ta lang tid før det kan brukast, men det er store delar av resten som kan brukast temmeleg raskt."
1999-06-16,nno,"Det er heilt rett, som han påpeikte, at slike initiativ kan Regjeringa ta sjølv."
2012-11-07,nno,"Så handlar endringane som me har lagt opp til i statsbudsjettet for 2013, utelukkande om korleis ein reknar talet på medlemmer frå Den norske kyrkja som grunnlag for satsen for trus- og livssynssamfunna utanfor Den norske kyrkja – at det skal vere i tråd med både lover og regelverk og i samsvar med måten ein bereknar det på for trus- og livssynssamfunna i dag."
2000-03-02,nno,Skulen må gi handlingsrom for å vise tillit til den profesjonelle pedagogen og den aktive eleven.
2004-06-08,nob,"Videre har vi forskrifter som departementet lager, og i tillegg til dette kommer etterarbeidene til Stortinget."
2002-12-09,nob,"En slik debatt som den vi har her i dag, kunne isolert sett forlede folk til å tro at det er spesielt farlig å reise med tog i Norge."
2010-10-04,nno,"Og rusfeltet peikar seg ut, med spesielt sterke behov der òg, men det gjer jammen òg barnevernet, der det er store utfordringar."
2015-05-06,nob,I en flertallsmerknad fra de fire samarbeidspartiene til budsjettet for 2015 ble regjeringen bedt om å foreta en gjennomgang av hvordan det kan legges til rette for økt deltakelse fra private aktører når det gjelder drift av Avinors mindre lufthavner.
2006-05-10,nob,"Dette kan jeg selvfølgelig orientere om i detalj, men jeg kan forsikre om at det er hensynet til naturen og annen aktivitet som er grunnen til at vi har valgt den løsningen."
2008-02-14,nob,"Dette handler ikke om svartmaling, men det handler rett og slett om å sørge for at læreren som den viktigste enkeltfaktoren får et håndslag både gjennom god videreutdanning, og ved at det blir mange nok av dem."
1998-11-18,nno,"Tysdag 3. november 1998 blei han framstilt for forhørsretten og sett fri fordi det etter det som vart sagt, ikkje skal vera fare for gjentaking."
2010-12-13,nob,Av de rundt 180 landene er bl.a. de nevnte Danmark og Nederland langt foran Norge på listen.
2009-10-12,nno,"Det er nettopp ei viktig sak dei fire neste åra, og eg er òg villig til å sjå på nye tiltak som rushtidsavgift."
2003-06-16,nno,"Bergen la opp eit budsjett som var ca. ein tredjedel, litt meir, av det som Stavanger-regionen no gjer."
2006-03-30,nno,I Kristeleg Folkeparti vil me først sjå dei endelege resultat
2007-10-04,nno,Men det rår ei forvirring i vår tid.
2012-12-11,nob,"Alle skal ha likeverdige muligheter og lik tilgang til å få språkopplæring, skolegang og arbeid uansett bakgrunn og ressurser."
2001-01-31,nob,Hva gjør Norge konkret for å hjelpe disse landene med klimaproblemene?»
2012-12-07,nob,Fremskrittspartiet får svare for sitt eget.
2000-02-23,nno,Og vil statsråden kunna medverka til at dette kan koma inn alt i revidert nasjonalbudsjett?
2015-06-09,nob,"I tillegg er det en by som har 15 bydeler med folkevalgte bydelsutvalg, og da blir mitt spørsmål:"
1999-06-18,nob,"Han sier ikke hvilke, men jeg regner kanskje med, siden arbeidsledigheten er høyest prioritert, at det er reformer som 6 timers normalarbeidsdag, avtalefestet pensjon fra 60 år, gjennomføring av et sabbatsår og ikke anledning til å ha flere jobber når man har full stilling, som skal opp, sammen med gratis barnehager og en sterk reduksjon av antall elever i klassene."
2015-05-19,nno,"Nokre gonger kan det òg vera naturleg, og kanskje til og med betre, å snakka med andre vaksne."
2003-11-26,nno,"Tvert imot, Regjeringa styrer mot auka arbeidsløyse neste år."
2005-06-16,nno,"Vi vil ha fridomen til, når statsbudsjettet skal setjast opp, å vurdera om den ramma skal aukast, men det må vera innanfor den totale økonomiske politikken, der ein ikkje får ei høgare rente, der ein får ein styrkt kronekurs, og der ein ikkje set arbeidsplassane i fare."
2015-02-19,nno,"Vi er no inne i ei ny tid, ein ny diskusjon og nye ambisjonsnivå."
2008-05-06,nob,Videre vil presidenten foreslå at det gis anledning til replikkordskifte på inntil fem replikker med svar etter innlegget fra statsråden innenfor den fordelte taletid.
2008-01-10,nob,"Ja, jeg føler meg bekvem med det standpunktet."
2007-02-01,nno,Det er viktige prinsipp i ein rettsstat som Noreg at vi har sjølvstendige og uavhengige ankebehandlingar.
2005-05-27,nno,"Sjølv om vi ikkje liker det, er det slik at fisken er ein avgrensa ressurs, og at fleire båtar tek opp større fiskeressursar enn tidlegare."
2011-12-16,nno,"Ho er òg sjølvsagt følgd opp av vår nye jernbanedirektør, i tråd med dei vedtaka som Stortinget og regjeringa har gjort."
2007-06-06,nno,Kva fleire konkrete tiltak tenkjer ein inn mot nettopp denne målgruppa?
2003-06-16,nno,Det er to heilt forskjellige ting.
2009-02-13,nno,"Det er derfor påfallande at opposisjonspartia, som uttrykkjer stor uro for eksportretta næringsliv, plussar friskt på med mange milliardar kroner i sine opplegg."
2015-01-06,nob,Jeg har vært på besøk i Kristiansand og sett på barnehagene der.
2015-05-05,nob,"Siden fagekspertise og fagmiljø er et sentralt element i denne saken, vil jeg spesielt i denne sammenheng trekke fram bevilgninger fra regjeringen de siste årene til infrastruktur til forskning for kiropraktorer og for behandlingsformen de utfører."
2001-12-07,nno,"Eg kunne nemnt kalking, eg kunne nemnt satsing på Lokal Agenda 21 og på frivillige organisasjonar."
